,CV
400,"22 years in people management;
22 years in projects budgeting, planning, forecasting;
12 years in startup projects from initiation till closing;
10 years of experience in marketing;
8 years in eCommerce;

Languages: advanced English, fluent Ukrainian and Russian;

I've obtained Prince2 certification and completed IT Project Management course from Web Academy that gave me: 
- Understanding of IT Project management tools, artifacts and phases;
- Knowledge of main principles of Waterfall, Agile, Scrum, Kanban;
- Understanding of risk management, quality assurance, budget planning;
- Knowledge how to work with Jira, Traceability matrix, Gantt chart, WBS, Critical path, ROAM, RACI;
Julian House (UK)
Hub coordinator 
from May, 2023

Core Responsibilities:
- organise and facilitate sessions, programmes and events in Community Hubs, ensuring effective communication and collaboration between company clients and managers;
- maintain accurate records of Hub activities, attendance, and client feedback for performance evaluation and future planning.

Beauty salon Skin Journey (Singapore)
Founder and Project manager
Sept 2018 - Sept 2021

Core Responsibilities:
- launching the business from a scratch, organisation and control of the full-cycle process;
- defining the scope and functionality of website;
- delivering website with external designers, developers, testers;
- SMM and digital promotion with external vendors;
- coordinating a team of 6 people;
- working with suppliers and distributors;
- retail sales;
- finance and analytics.

eCommerce business Topstop (Ukraine - USA)
This is a client-oriented eCommerce business aimed at delivering goods to client in Ukraine from USA and Germany
Founder and Project manager
Nov 2009 – Jul 2017
Core Responsibilities:
- defining the scope and functionality of websites;
- delivering websites with external designers, developers, testers;
- digital promotion with external vendors;
- remotely coordinated a team of 5 people;
- purchase, shipment and delivery to the client’s door;
finance and analytics. 

Zhitomirskie lasoschi (Kiev, Ukraine)
The company produces and sales sweets, candies, wafers and cookies. It held the 5th position on the Ukrainian confectionaries market in 2008.  
Head of Marketing Department
June 2007 – July 2008
Core Responsibilities:
- marketing strategy planning and supervision over the implementation; 
- drawing up and managing the annual budget of the Marketing Department; 
- development of assortment policy of the company;
- supervision over 5 sections of the Marketing Department: Marketing, Advertisement and PR (set up from the scratch), Design, VIP-retail, Technological innovations.

Brand Manager in different companies 1999 - 2007
"
401,"Achievements:
- helped to build business from the scratch,
- reducing staff turnover from 50% to 10% by working on staff engagements,
- conducting negotiations with suppliers and decreasing product price that ended up saving company budget,
- increased sales by 30% every year,
- increased customer confidence in the company by 20% every year,
-  increased confidence in the company by welcoming guests,
- created a favorable atmosphere in the team, preventing personnel leakage,
- optimized office expenses, which saved the company's budget,
- exceeded sales targets every month,
- initiated the expansion of the assortment for sale, which led to additional profit for the company,
- created a friendly atmosphere in the team, which led to the complete absence of conflicts.
June 2018 - present - Manager, Service Company PP, Kyiv
Responsibilities:
- recruitment,
- work with suppliers,
- analysis of business,
- budget planning,
- developing and implementing marketing strategies,
- charging and raising wages for employees,
- conflict prevention and conflict resolution within the team,
- conflict prevention and conflict resolution with clients,
- team training and meetings,
- one to one meetings,
- working with clients,
- conducting surveys.

October 2010 – May 2017 - promotion from Administrator to Director, Service Company PP, Kyiv
Responsibilities:
- organization and control of all working processes,
- recruitment,
- keeping records and all documentation,
- working with suppliers,
- team training,
- holding meetings,
- organizing corporate parties.

November 2009 - June 2010 - Administrator, Law Company “Nobilex”, Ltd, Kyiv
Responsibilities:
- meeting guests,
- purchasing the necessary materials for work,
- meetings organization,
- working with documents,
- fulfilling personal assignments of the boss.

December 2008 - October 2009 - manager on work with clients, “Cosmo-Trade” trading company,
Ltd, Kyiv
Responsibilities:
- sale of materials and equipment for beauty salons,
- work with regular clients,
- search for new clients.

June 2008 – August 2008 – shop assistant, “Teez To Pleaze”, Mackinaw City, MI, USA
Within the framework of the student program ""Work and Travel"".

May 2008 – assistant-interpreter, Event company “Initia”, Kyiv
Organization of the annual summit for the European Bank for Reconstruction and Development in
the October Palace in Kyiv.
I'm seeking a position of Junior Project Manager or Project Сoordinator in the field of IT where I can use all my abilities to organize and manage projects successfully."
402,"I have an experience in managing translation projects with teams of 3-6 people. Three successfully closed projects, ten active (freelance).
Junior IT Coordinator
Luxoft
11.2021 г. – now
Kyiv City, Ukraine
Work in the Service Desk system (based on Jira); work with applications in this system: processing applications, assistance with passwords for company employees, monitoring applications for the efficient operation of the system; working with system engineers.

IT Project Manager
Discord bot: Theory.Lib
08.2021 г. – now
Participation in the development of a bot on the Discord platform;
Main tasks: organizing the work of team members who are developing the bot and filling it with the necessary information; pre-release check of information that enters the bot for errors and shortcomings; organization of the workplace of team members for their more harmonious and comfortable communication with each other; filling the bot with the necessary information; resolution of conflict and contentious issues regarding the bot and between team members.

Junior Project Manager
Independent animation studio Karandash
03.2021 – 06.2021
Managing projects of animation films; organizing animators work flow; counting salaries of animators; running the f-track; distribution of responsibilities of animators in with a supervisor.

Project manager and Team lead
Comics translation groups
2017 - now
Managing all processes; organizing teams; Eng – Rus translation, tracking high-quality and regular releases of translation chapters.

Logistics and document management specialist
Yukon Transit
07.2019 - 09.2019
Organized and managed company's document; flow                   controlled personnel; related documents performed; accounting of transportation costs
"
403,"- From September 2018 to January 2020 I was an
active volunteer and member of the NGO
""Anomaly"". I taught A1-A2 English to ATO and
OOS veterans.
- I was one of the founders and head of the university cinema club.

QA Engineer certificate
Udemy
April 2023


EFSET English Certificate 66/100 (C1 Advanced)
EF Standard English Test (EF SET) EF Standard English Test (EF SET) 
September 2023
Junior IT Project manager
True Global
july 2023 - till now

Managing QA and DevOps teams
Analyze business requirements and perform researches of different level of
complexity
Propose solutions and ideas on product enhancement
Prepare specifications
Participate in backlog grooming and sprint planning


Project Manager
+kouple
june 2020 г. – june 2023

Managing existing customers, including key ones
Sales
Search for new customers
Communication and management of B2B clients
Coordination of international and local deliveries
Coordination of the production process
Document flow

Volunteers team leader
Theatre.love
april 2019 г. - may 2020 г.

Coordination of the volunteers teams in Kyiv and Lviv
Searching for new volunteers
Establishing friendly and trust relationship with volunteers
Resolution of conflict situations and preventions of new ones
Monitoring and control of volunteers work

Project Coordinator
Scheduling Worldwide™ by 4Service™
november 2018 г. - march 2019 г

Work in the large marketing research projects in Switzerland, the Czech Republic and The Netherlands
Coordination of mystery shoppers
Communication with mystery shoppers
Searching for new mystery shoppers
Implementation of short-term projects
Working in the project team
Looking for remote positions only"
404,"Participation in each project is an achievement for me. I am constantly learning and developing - when I am your employee, I will always be able to look more broadly at a task and find its original solution. Because I have experience in various fields, I can easily navigate different issues, have resistance to stress and critical thinking. I can plan the workflow and adhere to time management. This means timely completion of all tasks with 100% efficiency. I have experience in political teaching for managing people and the art of diplomacy, which can help in negotiating.
JUNIOR PROJECT MANAGER
INTERLINK| 2019
Сonducting a local project
Scrum methodology
Сontrol of project teamwork

CO-FOUNDER OF THE FREE WINGS NGO/
ASSISTANT POLITICAL TECHNOLOGIST
|2018-2019
Working with public
Submitting projects to the participation budget
Content management
Organization of meetings/events
Collecting the processing and analysis of the necessary
information
Work with pivot tables, charts, large data sets
Participation in the development of the candidate's strategy

JUNIOR BUSINESS PLANNING ANALYST
KRESTON GCG: ACCOUNTING AND CONSULTING | 2017-
2018
Work with a pivot table, charts, and large datasets
Collecting, processing and analyzing the necessary information
Fulfillment of individual tasks of the project
Participation in the development of business strategy and
business plan

UNIDO INTERNSHIP
UN ENERGY EFFICIENCY PROJECT | 2016-2017
Participation in the development of a business project for the
grant
Participation in international conferences
Training on energy conservation
Collecting, preparing and analyzing collected information for
projects
I love to create and find new knowledge. This is what I expect to see in my new work. It is important for me to have feedback from my colleagues and a good atmosphere in the team."
405,"
Junior Project Manager Nov 2021 - May 2022 TECO, Kharkov
Project management of software development for free cooling systems for company ""Kyivstar""
- development and coordination of project plans
- setting and control of tasks
- reporting on the status of projects
- management of interaction and communications with clients
- organization and holding of work meetings

Head of the quality management department Nov 2019 - Feb 2022 LCC ""NewTon"", Kharkov
- Organizing the work of the team (10 members), controlling the
loading of tasks and monitoring the progress of execution
- Writing project documentation, instructions
- Improvement of working processes
- Distribution and satisfaction working plans

Production manager Apr 2018 - Aug 2019 JSC ""Technology"", Sumy
- Managing a team of 600 people
- Project management of the organization of new departments in
production
- Creation and writing of project plans, control of execution time and project budget
- Reporting on the status of projects
- Management of interaction and communications with clients
- Organization and holding of work meetings
- Risk management and conflict resolution
"
406,"
Junior Project Manager (Oct 2019-March 2020)
Assisted the Lead Project Manager in reporting, resource planning, etc
Performed the preliminary estimation of the project
Assisted the project team in identifying and providing methods for mitigating risks, and resolving issues
Configured JIRA for project needs
Facilitated meetings and other SCRUM ceremonies

Client Relationship Manager (Feb 2017 - Sep 2019)
Growing and developing existing and new clients (negotiation, product presentation, sales meeting, contact management, satisfaction tracking) 
Lead the Implementation Project (plan the terms and stages of the progject implemantation; create the Communication Strategy with CGM and team; execute the Readiness Assessment internally; identify, manage and escalate risk throughout the project; ensure completion of end-to-end testing; provide start up metrics and feedback; conduct hand-over to operations; conduct/participate in an internal and external Post; monitor the accordance with the result)
Interesting projects, opportunity to develop my skills and grow professionally"
407,"Google Project Management Certificate
(Kyiv, Ukraine)
Period – 6 months
Course in managing projects using analytical methods and search methodology (Agile), write project documentation and develop strategic communication skills.


Google Fundamentals of Digital Marketing
(Kyiv, Ukraine)
Period – 1 months
Course of fundamentals in basic marketing knowledge for developing or building a business.


Web Design Fundamentals
(Kyiv, Ukraine)
Period – 10 hours
Course of fundamentals in basic knowledge of Web Design, incl. 5 hours of practical lessons (lectures) and 5 hours of practical training.


Capstone: Applying Project Management in the Real World
(Kyiv, Ukraine)
Period – 1 month
Course practices applying the project management knowledge and skills you have learned so far.


Agile Project Management
(Kyiv, Ukraine)
Period – 1 month
Course explores the history, approach, and philosophy of Agile project management, including the Scrum framework.


Project Execution: Running the Project
(Kyiv, Ukraine)
Period – 1 month
Course delves into the execution and closing phases of the project life cycle.


Project Planning: Putting It All Together
(Kyiv, Ukraine)
Period – 1 month
Course explores how to map out a project in the second phase of the project life cycle: the project planning phase.


Project Initiation: Starting a Successful Project
(Kyiv, Ukraine)
Period – 1 month
Course shows how to set a project up for success in the first phase of the project life cycle: the project initiation phase.


Foundations of Project Management
(Kyiv, Ukraine)
Period – 1 month
Course is the first in a series of six to equip with the skills and  to apply to introductory-level roles in project management.
JUNIOR PROJECT MANAGER — Online-store «Pleer»
August 2021 — October 2022 (1 year 2 months)
Results:
—  Successfully launched and operated an online sales channel with an efficient development process and team organization

MARKETING AND SALES SPECIALIST — Online-store «Pleer»
February 2021 — August 2021 (6 months)
Results:
—  Optimized marketing and sales costs and resources, and improved competitive advantage and market position

SALES MANAGER — Online-store «Pleer»
June 2018 — February 2021 (2 years 9 months)
Results:
—  Improved communication, negotiation, problem-solving and customer service personal skills

INSURANCE SALES MANAGER — PJSC «Ingosstrakh»
June 2015 — June 2018 (3 years 1 month)
Results:
—  The branch exceeded the sales plan and improved customer satisfaction and loyalty

MIDDLE BANKING SALES MANAGER — PJSC «VTB Bank»
May 2013 — September 2014 (1 year 4 months)
Results:
— The branch led and strengthened positions in the sales of banking services in Kharkiv

BANKING SALES MANAGER — PJSC «VTB Bank»
December 2012 — May 2013 (5 months)
Results:
—  The branch occupied a leading position in sales of banking services 

BANKING SALES MANAGER — PJSC «Alfa-Bank»
April 2012 — December 2012 (9 months)
Results:
—  The branch achieved and strengthened leading position in sales of banking services in Kharkiv

BANKING SALES MANAGER — PJSC «A-Bank»
June 2011 — November 2011 (6 months)
Results:
—  The new branch rivaled with leaders in banking service sales in Kharkiv
—  To use my skills in project management, web development and sales for successful delivery online businesses, e-commerce and edtech projects

—  To grow professionally and gain knowledge from expert Project Managers in project management, edtech and digital marketing"
408,"Can write technical documentation and visualize customer desires;
Can analyze data and structure it;
I am proud that I took part in a number of projects.  From simple applications to complex projects where several teams were involved at the same time.

Learned to use these tools:
Trello
Jira
GitLab
RealtimeBoard
Draw.io
Manual testing
Bugs tracking

Managed these teams:
Android - Kotlin, Java 
Ios - Swift, Obj-c 
Back end - PHP ,Python 
Front end - JS, Angular 
React cross platform - React Native
•Junior project manager
•Trainee Project Manager
•Assistant Project Manager

General experience 1 year 6 months

–Clarifying product requirements and client needs, driving product implementation following its vision, working closely with engineering and product team to ensure that the clients are happy. 
–Grow healthy “Be the client” culture in a team. 
–Help the teams to be self-organized and apply Agile values and principles.
–Manage project schedule,budget and scope. 
–Maintain effective communication and reporting to stakeholders.
–Support and work closely with the Product Owner for grooming and product backlog maintenance.
–Ensure that the team is facilitated through sprint planning, stand-ups, and retrospectives. 
–Facilitate issue resolution within the team.
–Manages risks to the successful completion of the project. Identies, classies, prioritizes, –mitigates and develops contingency plans for risks appropriately.
–Ensure high throughput of development teams by identifying potential issues and roadblocks and working on preventing or eliminating them. 
–Project management.
–Project status tracking.
–Working with a team.
–Problem-solving
The opportunity to benefit the company, realize yourself as a specialist."
409,"- 2+ years of proven experience in IT.
- 1 year of B2B communication with the top 50 global pharma companies.
- Over 200 projects in IT successfully managed and completed within a year (2019).
- Personal sales record breaking 200,000 Euro in 2019.
- Rich expertise in business development and sales strategy planning.
- Outstanding multi-tasking: able to drive dozens of projects at the same time.
- Senior-level management position experience.
- Fluency in Japanese and English.
Key experience: Account manager, Sales Representative, Project Manager in Web development. 

-Conducting full-scale negotiations with customers(English, Japanese).

-Classifying and estimating projects (time & material model).

-Setting up projects in Jira (technical description, tasks, sub-tasks).

-Managing projects in the production pipeline.

-Coordinating the production teams to deliver output on time.

-Managing project budgets and costs. Invoicing.

-Fulfilling the account’s Sales Plan and Business Development goals.

-Attending voice meetings (English, Japanese).

I'm looking for a Junior Project Manager position as a 
more technical start on things that I have already been doing. I'd be comfortable working in a billing team, driving the commercial part of projects, B2B communication, project managing, and SLA adherence monitoring.

I'm data-driven and can help you setting up your BI tools for your business/development processes.
I'm totally fine with outsource/outstaff companies, but I would prefer Web development to any other segment.

It would be great to have you working with APAC customers since I'm fully fluent in Japanese and hoping to keep this skill utilized :)"
410,"
KEY INFORMATION: 4.5 years in IT sphere. Specialist interested in professional development in Project Management. Have experience in accounting and HR.

ADDITIONAL EDUCATION:
PM School 
•Developing of Project Charter (Vision)
•Creating of Specifications (SRS by the IEEE 830 standard, User stories)
•Creating of Work Breakdown Structure (WBS) using Gantt Chart
•Risk analysis (identify risks; perform qualitative risk analysis; plan risk responses;
creation of risk register; creation of risk management plan)
•Waterfall
•Agile methodologies: Scrum, Kanban,LEAN
•People management

SKILLS:
•Proficiency with Microsoft Office Suite (Word, Outlook, PowerPoint)
•Advanced user of Jira, Confluence, Sharepoint, SAP, ERM, Navision,1 C
•Solid knowledge of SDLC, methodologies Scrum, Kanban, Waterfall
•Composing of project documentation such as Vision, SRS, User Stories
•Creation of WBS, Gantt Chart
•QA theoretical knowledge
•Analysis of situations that PM may face in daily work

English : Upper-intermediate level
"
411,"
Last time I worked as a co-founder and manager of the grocery store. 
The main duties were working with suppliers, selection of assortment of goods,  personnel's searching, their training and control, development of job descriptions, creation of corporate identity, design of POS materials and the menu of fresh-bar.
In the process of work I found the best suppliers in this field with good, high-quality products, optimized the daily expenses of the store, which has increased sales and revenue of the company; has increased the number of active buyers by identifying needs and, accordingly, creating an offer for them.
It was interesting to me create this shop, to manage different processes, to achieve results, therefore, I decided to develop myself in project management and I think I am going to be good at this specialty.
I have strong communication and negotiation skills, excellent organization and problem-solving skills
I expect to get a job with interesting projects, career opportunity and friendly team, if it's possible, with a flexible schedule."
412,"Launching New Cafe
Successfully completed Project Management courses. Implemented the acquired skills in launching a new cafe (March 2023 — April 2023)
-Gathering and analysis requirements from the customer, defining the scope, determination of priorities, assessment, creation and distribution of tasks
-Staffing and leading the team, conducting interviews, monitoring and measuring staff performance
-Budget planning, tracking of expenses
-Tracking and support day-to-day operations and tasks progress status

Medical Representative
Increased negotiation skills when concluding contracts with healthcare providers

Sales Manager at travel agency, Lviv
Introduction and study of new tourist destinations, engaged in staff training. As a result of my initiative, sales increased by 20%

Sales Representative 
Due to the work carried out, customer base increased by 30% and monthly sales increased by 20%
Launching New Cafe
March 2023 — April 2023

Medical Representative, Lviv
August 2022 — February 2023

Sales Manager at travel agency, Lviv
February 2019 — August 2022

Real Estate Manager, Lviv
December 2017 — May 2018

Sales Representative
July 2014 — November 2017
"
413,"Highly developed Strategic thinking, Communication and negotiation skills, Problem solving, Project scheduling, Change Management, Risk Management, Leading documentation.
Python, SQL, MS Project, Tableau
LB Photo
Administrator
03/2020 - 09/2020
Order Management
Implementation of online ordering system 
Optimized the communication system with clients 
Managed the Sales Documentation

Music label
Manager
11/2018 - 03/2020
Managing and Organizing the concerts 
Negotiations with externalities for collaborations and partnerships Optimum Resource Planning

State public scientific and technical library of Russia
Manager of librarianship
Moscow, Russia
03/2018 - 06/2018
Daily data input in multiple databases 
Managed and handled the collections and catalogs 
Adapting to the transformation with automated IS 
Content creation with the bibliography department
I aim to improve my knowledge in Scrum framework and Agile methodologies and to try myself as a Project Manager in IT project. I am an undergraduate student in IT. In my spare time, I love solving problems in SQL and coding in Python."
414,"
LEARNING PROJECT MANAGER
Aug 2020 – Sep 2022

Accomplishments/tasks:
facilitated development of company’s annual learning week programme;  managed workstream of 4 people, noting event being voluntary we had 90% turnout and 85% satisfaction rate;
ensured smooth registration process for 450 people, including sending communication, managing calendar, sessions facilitations;
managed a team of 11 people that produced educational courses for refugees; performed to tight deadline (1 month) with limited budget; as a result company taught 15 refugees in need and won company’s contest for best regional charity initiative; 
developed and implemented onboarding programme for new joiners to decrease onboarding time (from 10 to 8 days)
achieved budget saving by optimizing coaches working hours by 15%; 
arranging incentives for the participants to increase satisfaction which also allowed for encouraging feedback sharing by 30 %;
on-site logistics facilitation of an event at Cambridge College, handling registration of 500 people and liaising with external vendors  

__________________________

EXECUTIVE ASSISTANT
Sep 2019 – Aug 2020

Accomplishments/tasks:
liaising with external stakeholders on the key project events
controlling team norms  compliance;
budgeting of annual team expenses, tracking and processing;
successfully met all the KPI goals for two years;
efficiently organized 75+ team travel itineraries to help to sustain client relationship; 

__________________________

LEARNING SPECIALIST
May 2017 – June 2019
ESL Teacher
January 2015-May 2017

Accomplishments/tasks:
coordinating work of the speaking club for the learners, 
SMM support of the event
designing curriculum;
created and managed ed resources database;  
introduced and implemented assessment system to improve academic performance and overall motivation;
"
415,"We created some of the largest TV projects, such as ""The Masked singer"" and ""All together now"".
Line producer /Project manager 2018-2022
Department of Production of Prime Shows TV Channel «Ukraine»
Prime shows: «Masked Singer» and «All together now».
Projects: ""Morning with Ukraine"" and ""News"".

- Document flow of the project, more than 30 unique contracts;
- Signing contracts with key contractors and top stars, cooperation with lawyers and financial experts;
- Budgetary control and timeliness of settlements with counterparties;
- Coordination of production processes between project units;
- Planning the work schedule of the staff by production needs;
- Preparation of financial reports on expenses;


Producer /Project manager 2017-2018
- Planning the company's development options, market research, and prospects for its development;
- Preparation of presentations and commercial proposals, and negotiations with clients;
-Working with key stakeholders/clients to define requirements and deliver new products;
- Financial management including budgeting, forecast, and risk management;
- Simultaneous management of several projects, with more than 20 people in each project;
- Analysis of the work done and measures to improve;
"
416,"
LITS Academy
SEP 2022 -OCT 2022

- Introduction. Project Management knowledge areas.
Project Management methodologies review. Agile. Scrum. Waterfall. Kanban.
- Motivation: an overview of approaches and tools
- Knowledge areas and process groups in project management. Scope management.
- Stakeholder management. Expectation management. Communication on the project.
- Estimating the scope ot work. Protect planning.
- Team building: creation, formation and functioning of a team.
- Time management. Selt-management. Delegation.
Risks: definition. Identitication, characteristics, management tools operational activities status, reports, metrics, etc.).
- Emotional literacy. Stress resistance. Conflicts 
- Budget management. Operating models.
- Evaluation as a management tool. Definition of the nearest development areas, system of competences
- Ouality management.
- Burnout Prevention. Worklife Balance.

Gwynn Logistics (Logistics coordinator)
JAN 2021 - FEB 2022

-Reviewing, preparing, and routing purchase orders  
-Ensuring the safe and timely pick-up of shipments 
-Overseeing all supply chain operations

Discovery Montessori School (English teacher)
OCT 2019 - SEP 2021

-Conducted small groups and individual lessons
-Placed students in programs that best suited their needs 
-Planned and implemented lessons that consisted of skill building techniques for reading, writing, listening and speaking
"
417,"
LocalUA • Walking tours application • Junior Project manager
01/21 - present
• Understanding of Software development lifecycle (SDLC)
• Knowledge of project development methodologies (Scrum and Kanban)
• Maintainance of project documentation
• Coordination of teams work - Android, iOS, Frontend, Backend, QA
• Track and regulate workload of team members
• Monitoring of tasks and project deadlines control
• Created and implemented rules of work for teams within the project.
• Conduct Scrum Daily Meeting

Hillel IT School • Courses • Project manager (student)
06/20 - 08/20
• Understanding in main project roles, artifacts and ceremonies
• Stakeholder Analysis
• Requirements management
• Risks and Conflict management
• People management
• Work in JIRA, Microsoft Project
• Confident user of Microsoft Office
• Basic knowledge in HTML, CSS
• Understanding of software testing principles

MD Fasfion, oodji • Store manager
02/16 - 09/17
• Insuring uninterruptible work of the store
• Manage the staff (hiring and training new staff members, motivating them)
• Planning the sales volume of the store
• Managing staff work schedules
• Interaction with regulatory authorities
• Writing up sales reports 
• Analysing to facilitate planning
• Experience in a customer-facing sales setting

Responsible for inspiring the retail team to achieve and exceed sales and profit targets by ensuring that every customer receives a fantastic overall experience. Successfully updated work processes which were in trouble. We managed to cut staff and put other workers on a fast track.
Skilled in organization, time management and problem solving. Have comprehensive experience in team building and its development, work facilitation. Ready to implement it in a new environment. In search of a permanent place of employment for career growth and development."
418,"Graduated Project Management course with excellent result
Logistic Manager | 2021 - 2022
• Drawing up a schedule of cargo flows, determining the methods of delivery by certain modes of transport;
• Organization of service planning, development of stages and delivery times;
• Organization of the formation of the necessary package of documents for the shipment of goods;
• Control of receipt of all information about the arrival of the cargo.
package of documents for the shipment of goods;
control of the receipt of all information about the
arrival of the cargo.



Barbershop consulting 2021
Drawing up a business plan:
• Vision of the goal and potential of the barbershop;
 1. List of services for generating income;
 2. Project cost calculation;
 3. Audience: client portrait and market size;
 4. Competitors, their strengths and weaknesses;
 5. Marketing: ways to attract new customers;
 6. The role of employees and partners in achieving the set goals.
• Monitoring the implementation of the work plan
• Project content management in social media



Travel Manager | 2019
• selection and sale of tourist vouchers (processing of online applications, incoming calls);
• calculation and execution of documents, conclusion of contracts with clients;
• accompanying clients from the moment of booking the tour until the moment of return;
• booking rooms in hotels;
• booking air, railway tickets;
• maintenance of reporting documentation
• work with payments, interaction with tour operators
No russia"
419,"
Looking for project manager opportunity and would be great value to your team because:
I started my path in IT knowing nothing of this sphere. There were 7 people working in
company. For 2 years we have been actively growing to number of 40. We faced a lot of changes
and difficulties. But inborn optimism, sociability and curiosity helped me a lot. All the processes,
documentation, attitude in the company were created hand to hand with management. Working
in IT for 5 years I already know a lot about programmers, approach to them and specific nature
of IT. I had a great manager who taught me a lot, but firs of all that I need to communicate with
all departments and be in charge of everything.
Now I’m helping CTO, CFO and PM with their daily work.
More detailed about the last one: I’m communicating with our clients (through product owners,
business analysts), if there are any change requests - gathering information and forwarding to
project manager. Analytics preparation for clients - charts and tables from Jira data export.
Leading daily stand-ups, writing protocols, status reports. Estimating tasks and controlling spent
time. I have knowledge in project management methodologies Agile/Scum. Preparing release notes.
I’m full of energy enthusiastic person, motivated continue working in IT and also, I have great
analytic and communication skills as well as strong skills in conflict resolution and problem
solving.
"
420,"- As project manager assistant support an account with 400+ headcount
- On the average 30 requests per day
- 96% of satisfied customers
- Independent work during night shifts
- Resolving issues all across the world (USA, Japan, Europe, Canada, United Arab Emirates, Mexico, India, Singapore, Morocco, Georgia, Egypt, Kazakhstan, Russian Federation)
Luxoft - Project manager assistant

Responsibilities:
- statement of work (SOW) creation and tracking;
- collaboration with various stakeholders: program and project managers, financial partners, billing&collection specialists;
- maintaining project structure in corporate systems;
- project-specific support and reporting;
- ad hoc reports development and other administrative support;
- various data gathering and processing;
- employees on-boarding/transfers/off-boarding in customer and internal systems;
- employee's data maintenance in internal tools; 
- timesheets validation and creation;
- regular workforce allocation;
- Professional growth
- Ability to acquire new skills
- Timely payroll
- Full employment"
421,"I have a lot of achievements, please ask me to know more.
Luxoft Ukraine
Sourcing Manager/
Project Management Officer Lead for a FinTech Account
July 2021 - PRESENT,  Kyiv
General management execution across sourcing and hiring processes.
POC between Client, Hiring Managers, Delivery management, recruitment department and key employees in order to organize a seamless communication process in hiring.
Establishment of the appropriate Agile mechanism for collection, analyzing and distribution of initial and current information from key stakeholders to meet hiring demand from the client side.
Preparation of periodic client reports, while cooperating with key stakeholders.
Primary mitigation of possible hiring risks.


Helpware / Project Coordinator
July 2020 - July 2021,  Kyiv
POC between Project Managers, Clients, and other key stakeholders for a number of projects (3-4 projects simultaneously).
Gathering requirements from the Client for further distribution of tasks to the executives.
Planning and coordination of a small-scale project's execution. Successful execution of 50% of the machine learning project before the Lockdown. Accurate support of a number of ongoing KTLO projects.


Helpware / Executive Assistant
July 2018 - July 2020,  Kyiv
Administrative support for a FMCG business.
Gathering requirements from the Client for further planning of execution/delegation. 
Working with Amazon Seller Central in order to fulfill  customer requests.
Participation in 2-3 parallel small-scale projects as a project coordinator, including machine learning projects.
Elementary estimation of the project execution.
I would love to continue developing myself as a Project Coordinator and gain more experience for a Project Management position. In the long run I have an aim to obtain a Risk Manager position."
422,"Project Management course by Olena Grygorchuk from N-iX 
(Training center Open World)
Front-end brief course from Logos IT academy + Free courses on SoloLearn on Java and HTML to get acquainted with languages.
Certified Accountant Professional international certification (4 of 4 exams passed)
Practical course ""Law, Accounting and Taxation in Modern Business""
Diploma in Economics (specialty ""Business Economics""), Lviv Polytechnic National University
Master's degree with honors (specialty ""Translation"" - philologist, translator, teacher of translation), Ivan Franko Lviv National University.
Management of Travel blog development, including:
	Project Scope Statement;
	Team composition and team allocation;
	Project Budget calculation;
	Risk management log;
	Project estimation: PERT; 
	Stakeholder matrix.
Translator and accountant. Responsibilities:
-	accounting for private entrepreneurs (mainly from IT) and companies on single taxation system (group III): tax service electronic cabinet, reporting in FreeZvit; payment of salary, payment of taxes, work in the client-bank system (UkrsibBusiness, IFOBs, Privatbank for business), 1C Enterprise; development of staff documents (orders, staff lists, timesheets, payroll regulations and job descriptions, vacation schedules, etc.);
-	provision of consulting services to foreign and Ukrainian clients; 
-	translation of contracts, letters, technical documentation, estimates, interpretation at negotiations, communication with banks, notary; 
-	office management, organization of visits of foreign clients and potential investors, support and assistance at the meetings, Skype conferences;
-	assistant lawyer - development and editing of contracts; development of constituent documents; registration of private entrepreneurs and companies, etc.
Clearly set responsibilities (not such a wide range as it has been at my current job for the last 15 years - being accountant of 23 people and 2 companies, translator and lawyer assistant at the same time) and a good team."
